Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	8850405	n/a	0	0	n/a	N	0	000000	744	258	0.18	0.25	0.21	37584	744	n/a	52	640	n/a	80	664	n/a	116	364	n/a	
2	8852041	n/a	0	0	n/a	N	0	000000	116	6.18	0.04	0.04	0.09	4864	116	n/a	48	112	n/a	52	116	n/a	168	112	n/a	
3	8852945	n/a	0	0	n/a	N	0	000000	176	12.3	0.04	0.09	0.79	7004	176	n/a	44	144	n/a	72	172	n/a	620	176	n/a	
4	8853529	n/a	0	0	n/a	N	0	000000	252	19.7	0.05	0.32	0.44	8136	252	n/a	52	212	n/a	152	252	n/a	340	248	n/a	
5	8855443	n/a	0	0	n/a	N	0	000000	256	14.4	0.06	0.09	0.30	5272	256	n/a	48	216	n/a	64	248	n/a	184	252	n/a	
6	8863536	n/a	0	0	n/a	N	0	000000	180	9.06	0.06	0.05	0.06	4380	180	n/a	48	176	n/a	48	160	n/a	96	120	n/a	
7	8882513	n/a	0	0	n/a	N	0	000000	356	29.7	0.09	0.68	4.89	8784	356	n/a	68	308	n/a	228	356	n/a	1580	356	n/a	
8	8885960	n/a	0	0	n/a	N	0	000000	176	14.0	0.04	0.22	1.72	8048	176	n/a	40	156	n/a	152	176	n/a	1172	176	n/a	
9	8886265	n/a	0	0	n/a	N	0	000000	104	6.24	0.02	0.08	0.56	5672	104	n/a	40	100	n/a	92	104	n/a	600	104	n/a	
10	8887806	n/a	0	0	n/a	N	0	000000	164	11.2	0.03	0.20	1.98	6548	164	n/a	36	120	n/a	144	164	n/a	1276	164	n/a	
11	8888586	n/a	0	0	n/a	N	0	000000	120	7.75	0.03	0.27	1.48	6340	120	n/a	56	92	n/a	252	120	n/a	1420	120	n/a	
12	8889353	n/a	0	0	n/a	N	0	000000	668	83.1	0.14	3.55	18.9	17472	668	n/a	56	552	n/a	780	668	n/a	4716	668	n/a	
13	8890267	n/a	0	0	n/a	N	0	000010	1344	143	0.32	5.34	31.4	26120	1344	n/a	60	1152	n/a	588	1344	n/a	4292	1344	n/a	
14	8890556	n/a	0	0	n/a	N	0	000000	136	6.70	0.04	0.06	0.23	4460	136	n/a	56	132	n/a	72	136	n/a	256	136	n/a	
15	8890693	n/a	0	0	n/a	N	0	000000	392	75.3	0.09	2.62	20.6	24528	392	n/a	52	344	n/a	1068	392	n/a	8600	392	n/a	
16	8892023	n/a	0	0	n/a	N	0	000000	144	7.42	0.03	0.06	0.16	4512	144	n/a	44	128	n/a	60	144	n/a	160	140	n/a	
