Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	4768854	n/a	0	0	n/a	N	0	0000	72	3.25	0.04	0.09	0.24	3792	72	n/a	64	72	n/a	116	72	n/a	404	72	n/a	
2	4770578	n/a	0	0	n/a	N	0	1000	2064	1125	4.24	90.3	977	64376	2064	n/a	284	2036	n/a	6424	2064	n/a	65532	2064	n/a	
3	4771043	n/a	0	0	n/a	N	0	0000	580	79.6	0.85	17.1	82.0	14044	580	n/a	220	580	n/a	3680	580	n/a	15608	580	n/a	
4	4771640	n/a	0	0	n/a	N	0	0000	376	36.2	0.70	5.81	3.93	10176	376	n/a	248	376	n/a	1892	376	n/a	1332	376	n/a	
5	4778225	n/a	0	0	n/a	N	0	0010	1024	68.7	0.33	0.31	0.13	7080	1024	n/a	64	948	n/a	68	940	n/a	140	264	n/a	
6	4778524	n/a	0	0	n/a	N	0	0000	228	20.5	0.10	0.33	0.85	9788	228	n/a	72	220	n/a	180	228	n/a	568	228	n/a	
7	4780073	n/a	0	0	n/a	N	0	1000	1924	871	5.86	218	744	45300	1924	n/a	412	1908	n/a	13844	1924	n/a	44696	1924	n/a	
8	4780107	n/a	0	0	n/a	N	0	1000	1512	784	2.94	82.4	637	55296	1512	n/a	252	1476	n/a	7804	1512	n/a	57540	1512	n/a	
9	4780843	n/a	0	0	n/a	N	0	0000	348	18.0	0.14	0.14	0.22	4476	348	n/a	60	348	n/a	60	348	n/a	220	256	n/a	
10	4781353	n/a	0	0	n/a	N	0	1000	1968	1180	6.60	257	1171	65264	1968	n/a	460	1924	n/a	19428	1968	n/a	65532	1968	n/a	
11	4781353	n/a	0	0	n/a	N	0	0000	880	133	0.57	15.9	186	16140	880	n/a	104	836	n/a	1952	880	n/a	24000	880	n/a	
12	4782674	n/a	0	0	n/a	N	0	1001	1428	991	1.91	29.3	347	65532	1428	n/a	212	1364	n/a	2864	1396	n/a	32860	1428	n/a	
13	4784760	n/a	0	0	n/a	N	0	0000	820	159	0.87	14.7	99.5	20456	820	n/a	148	816	n/a	2236	820	n/a	14324	820	n/a	
14	4785801	n/a	0	0	n/a	N	0	0000	144	7.03	0.06	0.17	0.28	4284	144	n/a	64	144	n/a	128	144	n/a	296	132	n/a	
15	4785802	n/a	0	0	n/a	N	0	0000	168	8.71	0.10	0.28	0.36	4684	168	n/a	76	168	n/a	164	168	n/a	340	168	n/a	
16	4786080	n/a	0	0	n/a	N	0	0000	360	22.5	0.11	0.08	0.29	5672	360	n/a	52	336	n/a	52	296	n/a	244	308	n/a	
17	4790718	n/a	0	0	n/a	N	0	0000	264	15.3	0.09	0.08	0.24	5576	264	n/a	60	248	n/a	48	240	n/a	184	260	n/a	
18	4792408	n/a	0	0	n/a	N	0	0000	124	5.83	0.05	0.17	0.24	3984	124	n/a	56	120	n/a	144	124	n/a	352	124	n/a	
19	4792504	n/a	0	0	n/a	N	0	0000	80	4.14	0.08	0.35	1.19	4648	80	n/a	124	80	n/a	448	80	n/a	1476	80	n/a	
20	4793301	n/a	0	0	n/a	N	0	0000	68	3.41	0.02	0.05	0.26	4368	68	n/a	44	68	n/a	84	68	n/a	396	68	n/a	
21	4794484	n/a	0	0	n/a	N	0	0000	60	2.67	0.02	0.03	0.23	3700	60	n/a	44	60	n/a	68	60	n/a	440	60	n/a	
22	4795727	n/a	0	0	n/a	N	0	0000	84	3.98	0.08	0.65	1.43	4072	84	n/a	100	84	n/a	680	84	n/a	1648	84	n/a	
23	4796657	n/a	0	0	n/a	N	0	0000	164	8.03	0.08	0.14	0.46	4448	164	n/a	60	164	n/a	88	164	n/a	348	164	n/a	
24	4796929	n/a	0	0	n/a	N	0	0000	140	6.35	0.07	0.27	0.82	3832	140	n/a	60	140	n/a	188	140	n/a	724	140	n/a	
25	4797401	n/a	0	0	n/a	N	0	0000	328	22.9	0.10	0.09	0.19	6596	328	n/a	60	304	n/a	60	288	n/a	360	208	n/a	
26	4797421	n/a	0	0	n/a	N	0	0000	120	7.90	0.05	0.10	0.47	6392	120	n/a	72	116	n/a	100	120	n/a	460	120	n/a	
27	4797638	n/a	0	0	n/a	N	0	0000	120	6.77	0.31	2.97	4.27	5200	120	n/a	268	120	n/a	2440	120	n/a	3548	120	n/a	
28	4797739	n/a	0	0	n/a	N	0	0000	2064	579	12.4	219	1088	43928	2064	n/a	832	1948	n/a	17528	2064	n/a	65532	2064	n/a	
29	4800022	n/a	0	0	n/a	N	0	0000	856	74.6	0.52	0.80	5.54	9528	856	n/a	88	852	n/a	124	856	n/a	828	856	n/a	
30	4800026	n/a	0	0	n/a	N	0	0000	404	21.6	0.19	0.22	1.95	4644	404	n/a	76	400	n/a	76	404	n/a	580	404	n/a	
31	4800177	n/a	0	0	n/a	N	0	0000	108	6.70	0.04	0.09	0.24	5864	108	n/a	68	108	n/a	92	108	n/a	328	108	n/a	
32	4800178	n/a	0	0	n/a	N	0	0000	108	6.24	0.26	3.98	14.9	5400	108	n/a	260	108	n/a	3620	108	n/a	13476	108	n/a	
33	4800660	n/a	0	0	n/a	N	0	0000	60	2.68	0.02	0.02	0.01	3752	60	n/a	56	60	n/a	52	60	n/a	100	16	n/a	
