Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	3114151	n/a	0	0	n/a	N	0	000000	244	13.0	0.10	0.48	1.13	4832	244	n/a	56	240	n/a	200	244	n/a	536	244	n/a	
2	3117459	n/a	0	0	n/a	N	0	000000	140	7.04	0.05	0.15	0.34	4392	140	n/a	48	140	n/a	132	140	n/a	324	140	n/a	
3	3122448	n/a	0	0	n/a	N	0	000000	156	9.11	0.03	0.03	0.12	5408	156	n/a	44	132	n/a	44	104	n/a	180	140	n/a	
4	3143195	n/a	0	0	n/a	N	0	000000	120	6.10	0.04	0.21	1.02	4416	120	n/a	56	112	n/a	204	120	n/a	820	120	n/a	
5	3143927	n/a	0	0	n/a	N	0	000000	324	22.1	0.11	2.17	1.87	6576	324	n/a	68	324	n/a	720	324	n/a	804	324	n/a	
6	3146025	n/a	0	0	n/a	N	0	000000	196	19.3	0.08	0.54	3.87	10740	196	n/a	68	180	n/a	328	196	n/a	2480	196	n/a	
7	3146389	n/a	0	0	n/a	N	0	000000	188	8.34	0.07	0.08	0.61	3688	188	n/a	56	188	n/a	72	188	n/a	372	188	n/a	
8	3146731	n/a	0	0	n/a	N	0	000000	560	57.3	0.16	1.36	10.7	12676	560	n/a	52	532	n/a	336	560	n/a	2456	560	n/a	
9	3151023	n/a	0	0	n/a	N	0	000000	120	6.23	0.05	0.14	1.10	4624	120	n/a	60	120	n/a	120	120	n/a	988	120	n/a	
10	3151550	n/a	0	0	n/a	N	0	000000	284	19.7	0.12	4.47	6.48	6552	284	n/a	80	272	n/a	1776	284	n/a	2600	284	n/a	
11	3151550	n/a	0	0	n/a	N	0	000000	172	9.90	0.06	1.00	2.54	5372	172	n/a	60	168	n/a	568	172	n/a	1460	172	n/a	
