Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	23028808	n/a	0	0	n/a	N	0	000000	172	9.87	0.06	0.31	0.38	5364	172	n/a	60	168	n/a	196	172	n/a	332	172	n/a	
2	23028850	n/a	0	0	n/a	N	0	100000	1212	501	0.39	39.5	213	43276	1212	n/a	56	1140	n/a	4248	1212	n/a	22232	1212	n/a	
3	23029841	n/a	0	0	n/a	N	0	111000	2076	941	0.73	84.6	251	59900	2076	n/a	84	2004	n/a	10172	2012	n/a	30856	2076	n/a	
4	23030045	n/a	0	0	n/a	N	0	111000	1492	996	0.57	118	427	65532	1492	n/a	76	1456	n/a	10328	1492	n/a	37648	1492	n/a	
5	23032328	n/a	0	0	n/a	N	0	100000	1012	353	0.34	10.4	90.8	37412	1012	n/a	68	924	n/a	1252	1012	n/a	10556	1012	n/a	
6	23033152	n/a	0	0	n/a	N	0	000000	860	268	0.28	14.3	49.0	43160	860	n/a	60	824	n/a	2308	860	n/a	10920	860	n/a	
7	23039191	n/a	0	0	n/a	N	0	000000	588	48.0	0.20	0.84	7.51	8312	588	n/a	56	560	n/a	204	588	n/a	1672	588	n/a	
8	23040220	n/a	0	0	n/a	N	0	000000	612	71.6	0.20	6.27	34.9	12852	612	n/a	60	592	n/a	1292	612	n/a	7068	612	n/a	
9	23040734	n/a	0	0	n/a	N	0	000000	248	21.1	0.08	0.14	0.99	8932	248	n/a	64	240	n/a	72	248	n/a	572	248	n/a	
10	23047748	n/a	0	0	n/a	N	0	000000	236	12.2	0.08	0.07	0.08	4716	236	n/a	56	236	n/a	52	228	n/a	116	144	n/a	
11	23056790	n/a	0	0	n/a	N	0	000000	824	216	0.24	4.73	22.8	30332	824	n/a	72	736	n/a	720	824	n/a	3768	824	n/a	
12	23057186	n/a	0	0	n/a	N	0	000000	568	72.7	0.18	0.60	5.64	14092	568	n/a	64	532	n/a	140	568	n/a	1372	568	n/a	
13	23057214	n/a	0	0	n/a	N	0	000000	348	20.6	0.12	0.14	0.32	5708	348	n/a	56	336	n/a	68	324	n/a	228	340	n/a	
14	23059554	n/a	0	0	n/a	N	0	000000	120	5.95	0.03	0.09	0.61	4260	120	n/a	48	108	n/a	96	120	n/a	544	120	n/a	
15	23063072	n/a	0	0	n/a	N	0	000000	164	8.19	0.04	0.25	0.28	4388	164	n/a	52	152	n/a	152	164	n/a	236	164	n/a	
16	23063080	n/a	0	0	n/a	N	0	111000	1760	1156	0.69	160	631	65532	1760	n/a	80	1704	n/a	16784	1708	n/a	63396	1760	n/a	
17	23063532	n/a	0	0	n/a	N	0	000000	160	9.57	0.05	0.31	2.67	5452	160	n/a	52	156	n/a	216	160	n/a	1936	160	n/a	
18	23065358	n/a	0	0	n/a	N	0	000000	132	6.62	0.04	0.03	0.02	4472	132	n/a	48	120	n/a	44	104	n/a	72	64	n/a	
19	23066589	n/a	0	0	n/a	N	0	000000	440	49.8	0.12	0.18	0.96	14848	440	n/a	60	424	n/a	76	436	n/a	376	440	n/a	
20	23070181	n/a	0	0	n/a	N	0	000000	844	299	0.31	5.67	34.1	39012	844	n/a	72	816	n/a	792	844	n/a	4940	844	n/a	
21	23070464	n/a	0	0	n/a	N	0	000000	164	10.3	0.04	0.20	1.68	6000	164	n/a	48	156	n/a	128	164	n/a	1000	164	n/a	
22	23070920	n/a	0	0	n/a	N	0	000000	104	4.73	0.04	0.07	0.28	3828	104	n/a	60	100	n/a	72	104	n/a	324	104	n/a	
23	23071764	n/a	0	0	n/a	N	0	000000	3884	1869	1.54	432	1246	64636	3884	n/a	88	3800	n/a	22584	3884	n/a	55528	3884	n/a	
24	23072215	n/a	0	0	n/a	N	0	000000	3068	1711	1.11	257	906	65532	3068	n/a	80	2944	n/a	19868	2712	n/a	62848	3068	n/a	
25	23072217	n/a	0	0	n/a	N	0	101000	2364	1431	0.91	238	869	61880	2364	n/a	76	2288	n/a	13340	2336	n/a	45592	2364	n/a	
26	23072219	n/a	0	0	n/a	N	0	101000	2452	1366	0.94	387	1311	60804	2452	n/a	76	2376	n/a	22384	2452	n/a	65532	2452	n/a	
27	23072517	n/a	0	0	n/a	N	0	101000	2400	1319	0.90	306	1092	62288	2400	n/a	72	2332	n/a	18828	2400	n/a	58940	2400	n/a	
28	23072517	n/a	0	0	n/a	N	0	000000	104	5.25	0.03	0.15	2.00	4440	104	n/a	48	100	n/a	160	104	n/a	1780	104	n/a	
29	23072777	n/a	0	0	n/a	N	0	101000	2520	1510	0.94	218	961	65440	2520	n/a	72	2444	n/a	13476	2504	n/a	54660	2520	n/a	
30	23072778	n/a	0	0	n/a	N	0	101000	2304	1270	0.77	43.8	391	58448	2304	n/a	76	2180	n/a	3384	2100	n/a	24512	2288	n/a	
31	23072779	n/a	0	0	n/a	N	0	111000	2232	1257	0.79	123	479	60432	2232	n/a	72	2144	n/a	8476	2176	n/a	32084	2232	n/a	
32	23072782	n/a	0	0	n/a	N	0	101000	2416	1066	1.00	365	1106	45940	2416	n/a	84	2300	n/a	25212	2416	n/a	65532	2412	n/a	
33	23073437	n/a	0	0	n/a	N	0	101000	2664	1518	0.97	191	736	59204	2664	n/a	72	2576	n/a	10956	2664	n/a	42808	2664	n/a	
34	23073447	n/a	0	0	n/a	N	0	101000	2356	1562	0.86	213	1298	65532	2356	n/a	80	2220	n/a	12540	2356	n/a	65532	2356	n/a	
35	23073451	n/a	0	0	n/a	N	0	101000	2648	1783	0.98	207	891	65532	2648	n/a	72	2560	n/a	10748	2648	n/a	43628	2648	n/a	
36	23073452	n/a	0	0	n/a	N	0	101000	2664	1593	1.02	227	1191	60724	2664	n/a	76	2588	n/a	11868	2608	n/a	59428	2664	n/a	
37	23073453	n/a	0	0	n/a	N	0	111000	1832	727	0.62	44.4	288	55272	1832	n/a	68	1716	n/a	3680	1832	n/a	18420	1832	n/a	
38	23073454	n/a	0	0	n/a	N	0	111001	1604	1119	0.60	111	509	65532	1604	n/a	68	1576	n/a	10456	1604	n/a	41156	1604	n/a	
39	23073457	n/a	0	0	n/a	N	0	101000	2488	1555	0.90	149	719	65532	2488	n/a	64	2432	n/a	9712	2432	n/a	44452	2488	n/a	
40	23073457	n/a	0	0	n/a	N	0	000000	872	184	0.29	2.24	40.5	21980	872	n/a	68	836	n/a	332	840	n/a	5904	872	n/a	
41	23073458	n/a	0	0	n/a	N	0	111000	2128	1369	0.81	344	1057	65532	2128	n/a	72	2084	n/a	23560	2112	n/a	65532	2128	n/a	
42	23073460	n/a	0	0	n/a	N	0	000000	588	34.6	0.17	0.20	0.11	5844	588	n/a	64	544	n/a	68	548	n/a	124	252	n/a	
43	23073576	n/a	0	0	n/a	N	0	111000	1684	1108	0.66	221	804	65532	1684	n/a	68	1656	n/a	22668	1684	n/a	65532	1684	n/a	
44	23073597	n/a	0	0	n/a	N	0	111000	2196	1427	0.83	250	815	65532	2196	n/a	80	2148	n/a	16348	2196	n/a	47200	2196	n/a	
45	23073610	n/a	0	0	n/a	N	0	101000	2324	1284	0.91	372	1325	59360	2324	n/a	76	2244	n/a	23268	2324	n/a	65532	2324	n/a	
46	23073612	n/a	0	0	n/a	N	0	000000	2988	1775	1.24	563	1337	65532	2988	n/a	84	2904	n/a	28780	2988	n/a	65532	2988	n/a	
47	23073615	n/a	0	0	n/a	N	0	111000	2200	1412	0.75	66.5	401	65532	2200	n/a	76	2112	n/a	8480	1824	n/a	35812	2160	n/a	
48	23073617	n/a	0	0	n/a	N	0	111000	2056	1328	0.77	154	503	65532	2056	n/a	72	1984	n/a	13376	2036	n/a	39052	2056	n/a	
49	23073630	n/a	0	0	n/a	N	0	000000	1200	312	0.37	32.8	49.4	27468	1200	n/a	68	1100	n/a	3688	1200	n/a	5764	1200	n/a	
50	23073632	n/a	0	0	n/a	N	0	101000	2656	1701	1.10	462	1477	65532	2656	n/a	84	2608	n/a	22352	2656	n/a	65396	2656	n/a	
51	23073846	n/a	0	0	n/a	N	0	101000	2312	1329	0.95	394	1386	61028	2312	n/a	76	2236	n/a	26588	2312	n/a	65532	2312	n/a	
52	23073848	n/a	0	0	n/a	N	0	101000	2468	1475	0.89	264	1035	63628	2468	n/a	68	2352	n/a	15412	2420	n/a	53956	2468	n/a	
53	23073849	n/a	0	0	n/a	N	0	000000	1448	349	0.45	21.5	166	25876	1448	n/a	64	1344	n/a	2160	1448	n/a	17716	1448	n/a	
54	23073850	n/a	0	0	n/a	N	0	101000	2512	1594	0.96	477	1446	65532	2512	n/a	68	2396	n/a	26708	2512	n/a	65532	2512	n/a	
55	23074148	n/a	0	0	n/a	N	0	000000	2992	2097	1.00	226	1172	65532	2992	n/a	68	2876	n/a	14356	2992	n/a	65532	2992	n/a	
56	23074149	n/a	0	0	n/a	N	0	101000	2724	1378	1.01	384	1296	57944	2724	n/a	88	2580	n/a	22664	2724	n/a	65532	2724	n/a	
57	23074189	n/a	0	0	n/a	N	0	111000	2080	952	0.76	162	736	46800	2080	n/a	68	2012	n/a	11960	2044	n/a	50116	2080	n/a	
58	23074191	n/a	0	0	n/a	N	0	111000	1568	1025	0.53	25.1	254	65532	1568	n/a	72	1492	n/a	2688	1556	n/a	23432	1568	n/a	
